"subj_idx","response","rt","dist","dist_newold"
112,1,3.28054558999793,0,"new0"
112,1,1.97182362799867,3,"new3"
112,1,1.52315432599789,2,"new2"
112,1,2.33621200500056,1,"new1"
112,1,1.69309604700175,0,"new0"
112,0,2.76207488200089,2,"new2"
112,1,2.2941150220031,3,"new3"
112,1,4.13879959599944,2,"old2"
112,1,1.34951932499825,3,"new3"
112,1,4.7550305069999,2,"new2"
112,1,2.20370434099823,1,"new1"
112,1,4.65823984700182,2,"new2"
112,1,1.66504543300107,2,"old2"
112,1,3.14248219500223,2,"old2"
112,1,2.10144346400193,2,"old2"
112,1,2.68080983000254,1,"new1"
112,1,2.7159574010002,3,"new3"
112,1,3.58169749700028,2,"new2"
112,0,NA,1,"new1"
112,0,NA,2,"new2"
112,1,0.819035691998579,1,"new1"
112,1,4.12121850399853,2,"new2"
112,1,1.89110841699949,2,"old2"
112,1,2.22311006000018,2,"new2"
112,1,4.88302528499844,1,"new1"
112,1,1.48879962499996,0,"new0"
112,0,NA,1,"new1"
112,1,1.50846668600207,2,"old2"
112,1,1.90064545399946,2,"old2"
112,1,2.68831064800179,1,"new1"
112,1,3.37668310300069,2,"new2"
112,0,NA,1,"new1"
112,1,1.47337709400017,2,"new2"
112,1,2.02430061499763,2,"new2"
112,1,4.78387330400074,3,"new3"
112,0,3.55665499500174,3,"new3"
112,1,1.23194588499973,1,"new1"
112,1,2.04874437100079,2,"old2"
112,0,2.51172678600051,3,"new3"
112,1,2.81563894000283,2,"old2"
113,0,NA,2,"old2"
113,1,2.92411726300043,2,"old2"
113,1,2.21342832999972,1,"new1"
113,0,3.00216378100004,3,"new3"
113,1,2.91742413099973,3,"new3"
113,0,4.15518219200021,1,"new1"
113,1,2.97214341500012,2,"old2"
113,1,1.69093073900012,2,"old2"
113,1,3.9511870729998,3,"new3"
113,1,4.26116675899993,2,"old2"
113,0,NA,2,"old2"
113,0,3.83315852600026,2,"new2"
113,1,3.11679958500008,2,"new2"
113,1,3.31363078200002,2,"new2"
113,1,3.15351066200037,3,"new3"
113,1,2.72259512900018,2,"old2"
113,1,3.24381483800016,1,"new1"
113,1,2.0496643649999,1,"new1"
113,1,2.89246189200003,1,"new1"
113,1,2.92936937200011,1,"new1"
113,1,3.84156348500028,1,"new1"
113,1,3.0443189409998,3,"new3"
113,0,2.8970490720003,3,"new3"
113,1,3.44644549700024,2,"new2"
113,1,3.40154670299989,1,"new1"
113,1,3.35507182399988,3,"new3"
113,1,2.78916699199999,0,"new0"
113,1,3.69119063200014,2,"new2"
113,1,4.18782324599988,2,"new2"
113,0,4.15584675399987,3,"new3"
113,1,4.30760338099981,2,"old2"
113,0,NA,3,"new3"
113,1,2.17253612400009,3,"new3"
113,1,2.33863217899989,2,"old2"
113,1,2.97942945900013,2,"old2"
113,1,3.14170738699977,3,"new3"
113,1,2.64159001799999,0,"new0"
113,0,3.29136541700063,2,"new2"
113,1,3.7746535919996,2,"old2"
113,1,3.57845605700004,1,"new1"
113,1,2.71338368800025,2,"new2"
113,1,2.89117616800013,2,"new2"
113,1,2.6482692110003,2,"new2"
113,1,2.00210182400042,3,"new3"
113,1,2.88124241599962,2,"new2"
113,1,2.86417222799992,2,"old2"
113,1,2.09301971199966,1,"new1"
113,1,2.70407910700033,0,"new0"
113,1,3.20167030399989,1,"new1"
113,1,1.78499761199964,1,"new1"
113,1,3.85492193600021,3,"new3"
113,0,2.93166553399988,2,"old2"
113,1,2.71847371999957,2,"new2"
113,1,3.08398135200059,1,"new1"
113,1,2.66729112899975,2,"new2"
113,1,3.03069039000002,2,"new2"
113,0,2.23136040999998,3,"new3"
113,0,3.55024782300006,2,"old2"
113,1,3.07061513799999,2,"new2"
113,1,2.90661076800006,1,"new1"
113,1,2.86407185299959,2,"old2"
113,0,1.99730191399976,1,"new1"
113,1,3.07598098400013,2,"old2"
113,1,2.58206314099971,3,"new3"
113,1,1.89091002799978,0,"new0"
113,0,2.53209528699972,3,"new3"
113,1,2.42093958199985,1,"new1"
113,1,3.0117512020006,2,"new2"
114,1,3.91308979399764,2,"old2"
114,1,1.60267199100053,1,"new1"
114,1,2.19313802899705,2,"old2"
114,1,1.26252360999933,1,"new1"
114,1,0.820370254001318,2,"new2"
114,0,1.47811777099923,3,"new3"
114,1,0.898875982999016,2,"old2"
114,1,1.19750243200178,1,"new1"
114,1,1.06071891900137,1,"new1"
114,0,1.04980054800035,3,"new3"
114,1,0.446850670999993,1,"new1"
114,0,0.838720989999274,3,"new3"
114,1,0.993148030000157,2,"new2"
114,1,1.01761190000252,3,"new3"
114,1,1.02207707299749,3,"new3"
114,1,2.44926860800115,2,"new2"
114,1,0.795516965998104,2,"old2"
114,1,1.7890507129996,2,"new2"
114,0,1.87110084300002,2,"old2"
114,1,0.726845723002043,2,"new2"
114,1,0.792561269998259,1,"new1"
114,1,1.92439231500248,2,"old2"
114,0,1.36266622000039,2,"old2"
114,0,0.771613002001686,3,"new3"
114,0,1.60268589199768,3,"new3"
114,1,1.25919200499993,2,"new2"
114,1,0.926958013998956,1,"new1"
114,1,1.01003050200234,2,"old2"
114,1,0.993981826999516,3,"new3"
114,1,1.13274528300099,2,"new2"
114,1,0.863543224997557,0,"new0"
114,1,2.20974081500026,2,"old2"
114,0,2.63144205999924,3,"new3"
114,1,1.26176875199963,1,"new1"
114,1,0.960445698998228,1,"new1"
114,1,0.866171072000725,2,"new2"
114,1,2.89344103099938,2,"old2"
114,1,0.759001096997963,0,"new0"
114,1,1.59191589400143,2,"old2"
114,0,1.68194167399997,3,"new3"
114,1,0.469135589999496,2,"new2"
114,0,1.17080634800004,1,"new1"
114,1,0.792717603999336,1,"new1"
114,1,0.597059793999506,1,"new1"
114,1,0.964846675000444,3,"new3"
114,1,1.01637246900282,1,"new1"
114,1,0.731779833000473,0,"new0"
114,1,0.936442745001841,0,"new0"
114,1,0.734293625999271,2,"old2"
114,1,0.547116180001467,3,"new3"
114,1,0.790121660000295,2,"new2"
114,1,0.908890713999426,2,"new2"
114,1,0.88596716200118,2,"new2"
114,1,2.68591862700123,3,"new3"
114,1,0.950701499998104,1,"new1"
114,1,1.49662947199977,2,"old2"
114,1,1.18172760300149,2,"old2"
114,1,0.847605818002194,2,"new2"
114,1,0.773469346000638,3,"new3"
114,1,1.21313041999747,3,"new3"
114,1,0.925071899000614,3,"new3"
114,1,0.681872420002037,2,"new2"
